mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__learning_rate_init,param_model__hidden_layer_sizes,param_model__batch_size,param_model__alpha,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
24.37413541475932,3.6332514104212423,0.14066155751546225,0.02390822180426932,0.0001,"(64, 64, 32)",32,0.01,"{'model__learning_rate_init': 0.0001, 'model__hidden_layer_sizes': (64, 64, 32), 'model__batch_size': 32, 'model__alpha': 0.01}",0.9998300582421752,0.9998485489378823,0.9998291580214023,0.99983592173382,8.936341950528586e-06,1
7.810767412185669,3.5197868840220012,0.06630825996398926,0.018709191469198312,0.0005,"(128, 64)",64,1e-05,"{'model__learning_rate_init': 0.0005, 'model__hidden_layer_sizes': (128, 64), 'model__batch_size': 64, 'model__alpha': 1e-05}",0.999812115362405,0.9991975569746928,0.9998262693889138,0.9996119805753372,0.0002930987031643165,5
12.291159391403198,4.360143858254792,0.05644631385803223,0.00870236250649231,0.0005,"(64, 64, 32)",32,0.001,"{'model__learning_rate_init': 0.0005, 'model__hidden_layer_sizes': (64, 64, 32), 'model__batch_size': 32, 'model__alpha': 0.001}",0.9998391328020592,0.9997377461853522,0.9998252377344538,0.999800705573955,4.48789608159143e-05,3
4.145294825236003,1.5053952532425026,0.027106523513793945,0.0018299718393442956,0.0005,"(32, 16)",128,0.001,"{'model__learning_rate_init': 0.0005, 'model__hidden_layer_sizes': (32, 16), 'model__batch_size': 128, 'model__alpha': 0.001}",0.9992373244897622,0.9991280215415408,0.99966904524919,0.9993447970934977,0.00023358001266500627,8
14.401635011037191,3.210594152554544,0.05241807301839193,0.0011449102843318001,0.001,"(128, 64)",64,0.0001,"{'model__learning_rate_init': 0.001, 'model__hidden_layer_sizes': (128, 64), 'model__batch_size': 64, 'model__alpha': 0.0001}",0.9998385140820669,0.999807694291698,0.9997501332897563,0.9997987805545071,3.6627695763334594e-05,4
12.930385510126749,2.391525383266751,0.07984813054402669,0.06474965266282832,0.0001,"(32, 16)",64,1e-05,"{'model__learning_rate_init': 0.0001, 'model__hidden_layer_sizes': (32, 16), 'model__batch_size': 64, 'model__alpha': 1e-05}",0.9991659654506756,0.9994300983193884,0.9988410393794888,0.9991457010498509,0.00024090882524933696,9
10.937250852584839,1.030982413508868,0.060443719228108726,0.019207719232489307,0.0001,"(32, 16)",128,0.01,"{'model__learning_rate_init': 0.0001, 'model__hidden_layer_sizes': (32, 16), 'model__batch_size': 128, 'model__alpha': 0.01}",0.9989762246531043,0.9986441622218325,0.9990671780371494,0.9988958549706956,0.0001818058660401928,10
6.739249308904012,0.6200123669397234,0.05100162823994955,0.0039034771007070202,0.001,"(64, 32)",128,0.0001,"{'model__learning_rate_init': 0.001, 'model__hidden_layer_sizes': (64, 32), 'model__batch_size': 128, 'model__alpha': 0.0001}",0.9998661502417133,0.9997996471644193,0.9997973830640303,0.9998210601567209,3.1896900174427065e-05,2
13.400594393412272,1.1782537752006215,0.05774776140848795,0.0047088179739803145,0.0001,"(128, 64)",128,0.0001,"{'model__learning_rate_init': 0.0001, 'model__hidden_layer_sizes': (128, 64), 'model__batch_size': 128, 'model__alpha': 0.0001}",0.9996172185648996,0.9991676381681437,0.9996832820807398,0.9994893796045944,0.00022909861192405093,7
13.563304344813028,0.8166425665221698,0.04401667912801107,0.007568097329171011,0.0001,"(128, 64)",64,1e-05,"{'model__learning_rate_init': 0.0001, 'model__hidden_layer_sizes': (128, 64), 'model__batch_size': 64, 'model__alpha': 1e-05}",0.9997036331237935,0.9993029949757039,0.9996657439549176,0.9995574573514716,0.00018059572307702672,6
