Modelo,R2_train,R2_test,RMSE_train,RMSE_test,MAE_train,MAE_test
Modelo 1 (price),0.6253123141863093,0.6048379548536216,707.8868627323299,714.4254672855944,421.8900245609297,426.8572755625579
Modelo 2 (log(price)),0.6513925724945099,0.6511111122618454,0.41095237143637015,0.40700173883750274,0.3017129768405194,0.2974191641257415
