id,price,price_per_guest,accommodates,room_type,neighbourhood_cleansed,minimum_nights,availability_365,estimated_occupancy_l365d,estimated_revenue_l365d,host_is_superhost,host_response_rate,host_acceptance_rate
49364842,300.0,300.0,1.0,Private room,Benito Juárez,5.0,0.0,0.0,0.0,f,,
1137244294596312175,801.0,400.5,2.0,Private room,Benito Juárez,1.0,302.0,102.0,81702.0,t,1.0,1.0
707173031440315199,1911.0,955.5,2.0,Entire home/apt,Miguel Hidalgo,2.0,365.0,12.0,22932.0,f,0.9,0.6
712310421672651204,2643.0,528.6,5.0,Entire home/apt,Venustiano Carranza,1.0,332.0,84.0,222012.0,t,1.0,1.0
44836028,450.0,450.0,1.0,Private room,Coyoacán,1.0,147.0,12.0,5400.0,t,1.0,1.0
1324152005306990220,991.0,198.2,5.0,Entire home/apt,Coyoacán,1.0,252.0,102.0,101082.0,f,1.0,1.0
811024198875334738,3093.0,1031.0,3.0,Entire home/apt,Miguel Hidalgo,1.0,343.0,6.0,18558.0,t,1.0,1.0
986316551899333501,1260.0,315.0,4.0,Entire home/apt,Miguel Hidalgo,7.0,174.0,70.0,88200.0,f,0.74,0.98
922461255895554578,936.0,468.0,2.0,Entire home/apt,Miguel Hidalgo,10.0,61.0,220.0,205920.0,t,1.0,0.76
983583345771138411,950.0,475.0,2.0,Entire home/apt,Cuauhtémoc,1.0,244.0,255.0,242250.0,t,1.0,1.0
40944031,4560.0,350.7692307692308,13.0,Entire home/apt,Cuauhtémoc,1.0,310.0,0.0,0.0,f,1.0,1.0
39469200,2375.0,2375.0,1.0,Entire home/apt,Cuauhtémoc,4.0,269.0,0.0,0.0,f,1.0,0.0
25748167,5425.0,904.1666666666666,6.0,Entire home/apt,Cuauhtémoc,2.0,322.0,255.0,1383375.0,,1.0,1.0
656936503404292409,491.0,245.5,2.0,Private room,Cuauhtémoc,20.0,114.0,80.0,39280.0,f,,0.62
1050718108409258814,567.0,567.0,1.0,Private room,Cuauhtémoc,1.0,89.0,0.0,0.0,f,,
46759305,972.0,486.0,2.0,Private room,Xochimilco,1.0,359.0,246.0,239112.0,t,0.92,1.0
1229859380055129638,4491.0,748.5,6.0,Entire home/apt,Miguel Hidalgo,1.0,324.0,114.0,511974.0,t,1.0,1.0
1153255018551330881,504.0,252.0,2.0,Private room,Cuauhtémoc,2.0,238.0,6.0,3024.0,f,1.0,1.0
32994453,492.0,492.0,1.0,Private room,Miguel Hidalgo,2.0,1.0,0.0,0.0,f,1.0,1.0
1176937328029356925,356.0,118.66666666666669,3.0,Private room,Tlalpan,2.0,311.0,168.0,59808.0,f,1.0,0.98
1091501657119428573,1200.0,600.0,2.0,Private room,Cuauhtémoc,1.0,269.0,0.0,0.0,f,,
11923569,795.0,198.75,4.0,Entire home/apt,Cuauhtémoc,1.0,245.0,162.0,128790.0,t,1.0,0.99
1153888878704718131,555.0,555.0,1.0,Entire home/apt,Venustiano Carranza,1.0,352.0,18.0,9990.0,t,1.0,0.96
816919048119336820,1500.0,500.0,3.0,Entire home/apt,Cuauhtémoc,62.0,365.0,0.0,0.0,f,,
914527991890951737,1625.0,812.5,2.0,Entire home/apt,Miguel Hidalgo,2.0,265.0,24.0,39000.0,f,1.0,0.77
1018963981948468157,1839.0,613.0,3.0,Entire home/apt,Cuauhtémoc,1.0,339.0,102.0,187578.0,t,0.99,0.99
1087868572083962682,2272.0,378.6666666666667,6.0,Entire home/apt,Cuauhtémoc,1.0,324.0,255.0,579360.0,t,1.0,1.0
1209591611831166908,1059.0,264.75,4.0,Entire home/apt,Cuauhtémoc,1.0,353.0,96.0,101664.0,t,1.0,1.0
1015476761412024331,4683.0,1170.75,4.0,Entire home/apt,Cuauhtémoc,3.0,104.0,255.0,1194165.0,t,1.0,0.96
47846101,1021.0,340.3333333333333,3.0,Entire home/apt,Benito Juárez,3.0,233.0,66.0,67386.0,t,1.0,1.0
180808,1412.0,706.0,2.0,Entire home/apt,Cuauhtémoc,3.0,355.0,54.0,76248.0,t,1.0,1.0
31853376,1118.0,223.6,5.0,Entire home/apt,Coyoacán,2.0,298.0,162.0,181116.0,t,1.0,1.0
1282966305489583572,3703.0,1851.5,2.0,Private room,Tlalpan,1.0,365.0,0.0,0.0,f,1.0,
1144159835062064738,430.0,215.0,2.0,Private room,Cuauhtémoc,1.0,362.0,96.0,41280.0,f,0.96,0.98
1294352099351945213,608.0,304.0,2.0,Entire home/apt,Cuauhtémoc,1.0,214.0,12.0,7296.0,f,1.0,0.96
41825521,2972.0,743.0,4.0,Entire home/apt,Cuauhtémoc,2.0,162.0,186.0,552792.0,t,1.0,1.0
1180774248705926006,622.0,311.0,2.0,Private room,Cuauhtémoc,3.0,158.0,255.0,158610.0,t,1.0,1.0
1314147300933052835,533.0,266.5,2.0,Private room,Azcapotzalco,1.0,87.0,48.0,25584.0,t,1.0,0.99
40311572,989.0,164.83333333333334,6.0,Entire home/apt,Cuauhtémoc,1.0,223.0,156.0,154284.0,t,1.0,1.0
52840856,3079.0,513.1666666666666,6.0,Entire home/apt,Cuauhtémoc,1.0,324.0,126.0,387954.0,t,1.0,1.0
45240631,1174.0,587.0,2.0,Private room,Cuauhtémoc,1.0,180.0,138.0,162012.0,f,0.91,1.0
1327084463812485416,849.0,424.5,2.0,Entire home/apt,Álvaro Obregón,2.0,360.0,168.0,142632.0,t,1.0,1.0
633332748167811481,322.0,161.0,2.0,Private room,Miguel Hidalgo,4.0,353.0,0.0,0.0,f,0.1,0.0
1221800305105119716,950.0,190.0,5.0,Entire home/apt,Tlalpan,1.0,146.0,255.0,242250.0,t,1.0,0.99
918133930366548345,1488.0,372.0,4.0,Entire home/apt,Cuauhtémoc,2.0,61.0,156.0,232128.0,t,1.0,1.0
1053533951167237798,1125.0,281.25,4.0,Entire home/apt,Venustiano Carranza,2.0,335.0,96.0,108000.0,t,1.0,0.91
1148990211500508371,549.0,274.5,2.0,Private room,Tlalpan,1.0,261.0,132.0,72468.0,f,,
994198406899839273,1632.0,408.0,4.0,Entire home/apt,Cuauhtémoc,1.0,213.0,12.0,19584.0,t,1.0,0.99
15519690,1666.0,277.6666666666667,6.0,Entire home/apt,Miguel Hidalgo,3.0,86.0,42.0,69972.0,f,,
553612513484250692,749.0,749.0,1.0,Private room,Miguel Hidalgo,1.0,263.0,138.0,103362.0,f,1.0,0.99
1111887698385033635,315.0,39.375,8.0,Shared room,Cuauhtémoc,1.0,312.0,6.0,1890.0,f,1.0,0.96
41478322,807.0,134.5,6.0,Entire home/apt,Venustiano Carranza,1.0,231.0,255.0,205785.0,f,1.0,1.0
579825581900288746,952.0,476.0,2.0,Entire home/apt,Álvaro Obregón,5.0,344.0,0.0,0.0,f,0.0,0.0
1105090367610179840,2093.0,523.25,4.0,Entire home/apt,Cuauhtémoc,1.0,204.0,255.0,533715.0,t,1.0,1.0
1132803743233892402,1929.0,482.25,4.0,Entire home/apt,Benito Juárez,1.0,365.0,0.0,0.0,f,1.0,
24225851,1591.0,795.5,2.0,Entire home/apt,Cuauhtémoc,6.0,21.0,0.0,0.0,f,,1.0
821208120549275652,450.0,225.0,2.0,Private room,Cuauhtémoc,1.0,329.0,255.0,114750.0,f,1.0,1.0
1031394365147871941,315.0,157.5,2.0,Private room,Coyoacán,2.0,312.0,6.0,1890.0,t,1.0,0.94
1104375547877428248,980.0,490.0,2.0,Entire home/apt,Cuauhtémoc,1.0,87.0,150.0,147000.0,f,0.99,0.98
904288239578094720,1984.0,496.0,4.0,Entire home/apt,Miguel Hidalgo,30.0,190.0,180.0,357120.0,f,0.99,1.0
644834124120415124,399.0,199.5,2.0,Private room,Coyoacán,3.0,54.0,24.0,9576.0,f,1.0,0.94
936487419623787533,1600.0,400.0,4.0,Entire home/apt,Álvaro Obregón,1.0,365.0,0.0,0.0,f,,0.0
37159421,2300.0,383.3333333333333,6.0,Entire home/apt,Miguel Hidalgo,2.0,33.0,36.0,82800.0,f,1.0,1.0
844404265952857955,672.0,336.0,2.0,Entire home/apt,Benito Juárez,2.0,84.0,24.0,16128.0,t,1.0,1.0
637196374653815676,2143.0,535.75,4.0,Entire home/apt,Cuauhtémoc,1.0,108.0,0.0,0.0,t,1.0,0.99
1187669847949219428,1097.0,548.5,2.0,Private room,Cuauhtémoc,2.0,336.0,156.0,171132.0,f,1.0,1.0
1229695650957925404,469.0,234.5,2.0,Private room,Azcapotzalco,1.0,365.0,78.0,36582.0,t,1.0,1.0
950960608979435877,1000.0,500.0,2.0,Entire home/apt,Gustavo A. Madero,1.0,365.0,0.0,0.0,f,1.0,1.0
22902801,505.0,252.5,2.0,Entire home/apt,Benito Juárez,2.0,359.0,174.0,87870.0,t,1.0,0.98
825553555135620348,1566.0,391.5,4.0,Entire home/apt,Benito Juárez,2.0,159.0,60.0,93960.0,f,1.0,0.87
1140839084495014732,911.0,455.5,2.0,Entire home/apt,Benito Juárez,1.0,206.0,240.0,218640.0,f,1.0,1.0
1156782464648964138,361.0,180.5,2.0,Private room,Cuauhtémoc,1.0,35.0,48.0,17328.0,f,1.0,0.97
1138557252581947755,1983.0,991.5,2.0,Entire home/apt,Cuauhtémoc,1.0,359.0,150.0,297450.0,t,0.99,1.0
718057516800137090,2230.0,371.6666666666667,6.0,Entire home/apt,Cuauhtémoc,2.0,306.0,210.0,468300.0,f,,
1230815509761158926,727.0,363.5,2.0,Private room,Cuauhtémoc,1.0,356.0,255.0,185385.0,f,1.0,1.0
38232293,1091.0,218.2,5.0,Entire home/apt,Cuauhtémoc,1.0,189.0,255.0,278205.0,,0.98,0.99
1172771692829122492,1160.0,580.0,2.0,Entire home/apt,Cuauhtémoc,2.0,146.0,66.0,76560.0,f,1.0,1.0
953052904610923157,2241.0,560.25,4.0,Entire home/apt,Cuauhtémoc,1.0,15.0,255.0,571455.0,t,1.0,0.99
10103162,2161.0,720.3333333333334,3.0,Entire home/apt,Cuauhtémoc,1.0,250.0,255.0,551055.0,t,1.0,1.0
24634551,346.0,173.0,2.0,Private room,Venustiano Carranza,1.0,305.0,48.0,16608.0,f,0.9,1.0
782124952008231167,553.0,553.0,1.0,Private room,Miguel Hidalgo,2.0,92.0,108.0,59724.0,f,0.75,0.72
1232799238476211605,1100.0,550.0,2.0,Private room,Miguel Hidalgo,1.0,89.0,48.0,52800.0,f,,
1233594815219068901,1428.0,714.0,2.0,Entire home/apt,Cuauhtémoc,2.0,158.0,255.0,364140.0,t,0.82,0.69
1003673014874032429,1068.0,178.0,6.0,Entire home/apt,Gustavo A. Madero,1.0,248.0,255.0,272340.0,t,1.0,0.99
52136630,540.0,270.0,2.0,Private room,Benito Juárez,3.0,90.0,12.0,6480.0,f,0.0,0.5
943478770663022286,539.0,134.75,4.0,Entire home/apt,Cuauhtémoc,3.0,264.0,0.0,0.0,f,1.0,1.0
31240835,2400.0,800.0,3.0,Private room,Miguel Hidalgo,130.0,365.0,0.0,0.0,f,,
895168116787470245,500.0,250.0,2.0,Private room,Venustiano Carranza,1.0,365.0,222.0,111000.0,f,1.0,1.0
1265270127969321917,1566.0,391.5,4.0,Entire home/apt,Cuauhtémoc,3.0,86.0,48.0,75168.0,,1.0,1.0
48042284,3493.0,1746.5,2.0,Entire home/apt,Cuauhtémoc,1.0,365.0,24.0,83832.0,f,0.97,0.97
50490084,2545.0,636.25,4.0,Entire home/apt,Benito Juárez,2.0,174.0,126.0,320670.0,f,1.0,0.98
1249382980867640300,2275.0,379.1666666666667,6.0,Entire home/apt,Álvaro Obregón,1.0,179.0,54.0,122850.0,t,1.0,0.98
30032853,1262.0,420.6666666666667,3.0,Entire home/apt,Cuauhtémoc,1.0,349.0,255.0,321810.0,t,1.0,1.0
631350731075158894,2430.0,607.5,4.0,Entire home/apt,Benito Juárez,2.0,362.0,0.0,0.0,f,,1.0
45671724,722.0,240.66666666666663,3.0,Entire home/apt,Miguel Hidalgo,1.0,346.0,255.0,184110.0,f,1.0,1.0
45789155,465.0,155.0,3.0,Private room,Cuauhtémoc,3.0,365.0,0.0,0.0,f,0.97,0.46
878590105595058098,831.0,415.5,2.0,Entire home/apt,Álvaro Obregón,2.0,365.0,144.0,119664.0,,1.0,0.96
36320877,1584.0,792.0,2.0,Entire home/apt,Miguel Hidalgo,3.0,179.0,24.0,38016.0,t,1.0,0.69
44404750,1586.0,226.57142857142856,7.0,Entire home/apt,Coyoacán,2.0,344.0,30.0,47580.0,f,0.7,0.42
1323456574422022402,1559.0,779.5,2.0,Entire home/apt,Tlalpan,2.0,365.0,54.0,84186.0,f,1.0,0.98
1252520030131197191,438.0,109.5,4.0,Entire home/apt,Iztapalapa,3.0,365.0,30.0,13140.0,f,1.0,0.85
783566984574708383,422.0,105.5,4.0,Entire home/apt,Cuauhtémoc,2.0,257.0,222.0,93684.0,t,1.0,1.0
1226311866751495997,2425.0,606.25,4.0,Entire home/apt,Cuauhtémoc,3.0,116.0,126.0,305550.0,t,1.0,1.0
33745163,824.0,206.0,4.0,Entire home/apt,Cuauhtémoc,1.0,284.0,126.0,103824.0,t,1.0,0.99
1210083539339231590,1859.0,619.6666666666666,3.0,Entire home/apt,Cuauhtémoc,3.0,358.0,60.0,111540.0,t,0.98,1.0
1253650744616193155,630.0,210.0,3.0,Entire home/apt,Cuauhtémoc,1.0,358.0,90.0,56700.0,t,0.9,0.85
802878646172430484,1872.0,468.0,4.0,Entire home/apt,Miguel Hidalgo,2.0,111.0,255.0,477360.0,t,1.0,0.97
47372527,779.0,194.75,4.0,Entire home/apt,Cuauhtémoc,1.0,80.0,114.0,88806.0,t,1.0,0.99
587686958879189729,1243.0,248.6,5.0,Entire home/apt,Cuauhtémoc,2.0,352.0,174.0,216282.0,t,1.0,1.0
1317087633739316187,1290.0,645.0,2.0,Entire home/apt,Cuauhtémoc,30.0,343.0,255.0,328950.0,f,0.99,1.0
654637945042129071,1112.0,185.3333333333333,6.0,Entire home/apt,Cuauhtémoc,28.0,313.0,0.0,0.0,t,1.0,0.99
28719788,971.0,485.5,2.0,Private room,Cuauhtémoc,2.0,178.0,6.0,5826.0,f,1.0,0.33
23439531,1198.0,299.5,4.0,Entire home/apt,Cuauhtémoc,1.0,292.0,36.0,43128.0,,1.0,1.0
48983310,788.0,394.0,2.0,Entire home/apt,Benito Juárez,2.0,179.0,24.0,18912.0,f,1.0,1.0
50283304,540.0,270.0,2.0,Entire home/apt,Tlalpan,3.0,289.0,0.0,0.0,f,0.1,0.0
21275333,316.0,105.33333333333331,3.0,Private room,Gustavo A. Madero,7.0,365.0,0.0,0.0,f,,
33556876,4572.0,653.1428571428571,7.0,Entire home/apt,Cuauhtémoc,1.0,254.0,174.0,795528.0,t,1.0,0.98
1133622303385895432,455.0,455.0,1.0,Private room,Venustiano Carranza,1.0,363.0,84.0,38220.0,,1.0,0.99
953943783005768734,2395.0,598.75,4.0,Entire home/apt,Cuauhtémoc,1.0,161.0,66.0,158070.0,t,1.0,1.0
1260307968081912290,668.0,334.0,2.0,Private room,Cuauhtémoc,1.0,361.0,54.0,36072.0,f,0.98,0.91
1135456540933287551,1540.0,385.0,4.0,Entire home/apt,Cuauhtémoc,2.0,139.0,36.0,55440.0,f,,
1072722297740558270,1813.0,302.1666666666667,6.0,Entire home/apt,Cuauhtémoc,5.0,122.0,10.0,18130.0,f,1.0,1.0
17141244,2819.0,469.8333333333333,6.0,Entire home/apt,Benito Juárez,3.0,286.0,108.0,304452.0,t,1.0,1.0
1346686669937695884,772.0,386.0,2.0,Private room,Cuauhtémoc,1.0,365.0,18.0,13896.0,f,0.98,0.91
27660337,270.0,135.0,2.0,Private room,Tlalpan,2.0,228.0,84.0,22680.0,t,1.0,0.98
817979656138284565,1560.0,780.0,2.0,Private room,Cuauhtémoc,1.0,365.0,0.0,0.0,f,,0.0
988572854594611207,3118.0,779.5,4.0,Entire home/apt,Cuauhtémoc,1.0,335.0,72.0,224496.0,t,1.0,1.0
1116842632427099377,486.0,121.5,4.0,Entire home/apt,Venustiano Carranza,1.0,263.0,0.0,0.0,f,0.07,0.0
1334163467186632004,3345.0,1672.5,2.0,Entire home/apt,Cuauhtémoc,1.0,355.0,18.0,60210.0,t,1.0,1.0
11927519,2787.0,348.375,8.0,Entire home/apt,Miguel Hidalgo,1.0,358.0,66.0,183942.0,t,1.0,0.99
49929190,1845.0,922.5,2.0,Entire home/apt,Cuajimalpa de Morelos,1.0,217.0,138.0,254610.0,t,,
48182131,1125.0,562.5,2.0,Entire home/apt,Cuauhtémoc,3.0,46.0,108.0,121500.0,t,1.0,1.0
44062180,2759.0,1379.5,2.0,Private room,Cuauhtémoc,1.0,184.0,0.0,0.0,f,,
32840678,1611.0,805.5,2.0,Private room,Álvaro Obregón,1.0,269.0,0.0,0.0,f,,1.0
1178412612210416629,1370.0,685.0,2.0,Private room,Iztapalapa,1.0,365.0,0.0,0.0,f,1.0,0.0
6896811,2632.0,658.0,4.0,Entire home/apt,Cuauhtémoc,2.0,266.0,108.0,284256.0,f,0.9,0.96
35353960,2221.0,444.2,5.0,Entire home/apt,Cuauhtémoc,2.0,157.0,204.0,453084.0,t,1.0,1.0
32084941,356.0,178.0,2.0,Private room,Coyoacán,1.0,365.0,255.0,90780.0,t,1.0,1.0
861102577708423521,990.0,495.0,2.0,Private room,Cuauhtémoc,5.0,269.0,20.0,19800.0,f,,0.5
1189142615535153493,275.0,137.5,2.0,Private room,Azcapotzalco,6.0,219.0,24.0,6600.0,f,1.0,1.0
1138443791398365419,494.0,247.0,2.0,Private room,Benito Juárez,1.0,179.0,6.0,2964.0,f,,0.57
624628032804184277,807.0,403.5,2.0,Private room,Miguel Hidalgo,1.0,253.0,66.0,53262.0,f,1.0,0.99
1247500891056759543,1034.0,517.0,2.0,Entire home/apt,Cuauhtémoc,3.0,185.0,198.0,204732.0,t,1.0,1.0
869917877560198085,1005.0,251.25,4.0,Entire home/apt,Iztacalco,1.0,259.0,90.0,90450.0,t,1.0,1.0
48684766,2375.0,593.75,4.0,Entire home/apt,Cuauhtémoc,2.0,352.0,162.0,384750.0,t,1.0,1.0
35548680,366.0,73.2,5.0,Private room,Álvaro Obregón,3.0,326.0,24.0,8784.0,f,0.71,1.0
48789874,408.0,204.0,2.0,Private room,Iztacalco,1.0,89.0,24.0,9792.0,f,0.8,0.71
41685810,475.0,475.0,1.0,Private room,Coyoacán,1.0,362.0,12.0,5700.0,f,1.0,1.0
52408656,520.0,520.0,1.0,Private room,Miguel Hidalgo,30.0,86.0,240.0,124800.0,t,,0.56
16521097,744.0,186.0,4.0,Entire home/apt,Coyoacán,2.0,145.0,36.0,26784.0,f,1.0,0.88
1298658471735425311,270.0,270.0,1.0,Private room,Benito Juárez,3.0,365.0,0.0,0.0,f,1.0,
41437192,3838.0,479.75,8.0,Entire home/apt,Cuauhtémoc,2.0,306.0,174.0,667812.0,t,1.0,1.0
29876864,2800.0,700.0,4.0,Entire home/apt,Cuauhtémoc,1.0,301.0,18.0,50400.0,f,1.0,1.0
9575157,632.0,210.66666666666663,3.0,Private room,Cuauhtémoc,1.0,334.0,255.0,161160.0,t,1.0,0.99
934848188275364874,955.0,477.5,2.0,Entire home/apt,Miguel Hidalgo,1.0,261.0,132.0,126060.0,t,1.0,1.0
1332142545559664205,625.0,312.5,2.0,Entire home/apt,Cuauhtémoc,2.0,335.0,84.0,52500.0,f,1.0,1.0
1221456932721241540,1655.0,275.8333333333333,6.0,Entire home/apt,Cuauhtémoc,2.0,344.0,108.0,178740.0,,1.0,1.0
6261413,2097.0,299.57142857142856,7.0,Entire home/apt,Cuauhtémoc,2.0,120.0,6.0,12582.0,f,0.92,1.0
1128384205254189804,315.0,315.0,1.0,Private room,Iztapalapa,3.0,365.0,42.0,13230.0,t,,
812932250523917748,1296.0,324.0,4.0,Private room,Cuauhtémoc,1.0,290.0,6.0,7776.0,f,0.8,0.99
727659324223148147,2218.0,554.5,4.0,Entire home/apt,Miguel Hidalgo,2.0,142.0,108.0,239544.0,f,0.9,1.0
1008193075296284550,1561.0,520.3333333333334,3.0,Entire home/apt,Cuauhtémoc,2.0,55.0,252.0,393372.0,t,,
959453625927382822,810.0,405.0,2.0,Private room,Miguel Hidalgo,1.0,360.0,72.0,58320.0,f,1.0,1.0
30043171,4274.0,427.4,10.0,Entire home/apt,Coyoacán,2.0,146.0,114.0,487236.0,t,1.0,1.0
889980253920055157,2751.0,1375.5,2.0,Entire home/apt,Cuauhtémoc,2.0,355.0,240.0,660240.0,t,1.0,1.0
1015436684917612878,1566.0,313.2,5.0,Entire home/apt,Benito Juárez,3.0,240.0,78.0,122148.0,t,1.0,1.0
572697575246799857,468.0,234.0,2.0,Private room,Venustiano Carranza,1.0,318.0,6.0,2808.0,f,1.0,1.0
26303410,383.0,191.5,2.0,Private room,Cuauhtémoc,3.0,303.0,78.0,29874.0,t,1.0,1.0
569844235396666067,349.0,174.5,2.0,Private room,Benito Juárez,3.0,269.0,0.0,0.0,f,0.9,0.92
35682269,535.0,267.5,2.0,Private room,Álvaro Obregón,3.0,311.0,0.0,0.0,f,1.0,0.99
693019673241828063,489.0,163.0,3.0,Private room,Cuauhtémoc,1.0,257.0,255.0,124695.0,t,1.0,1.0
623897759935175861,2930.0,976.6666666666666,3.0,Private room,Cuauhtémoc,1.0,324.0,12.0,35160.0,f,1.0,1.0
29367675,480.0,240.0,2.0,Entire home/apt,Azcapotzalco,1.0,0.0,0.0,0.0,f,,
29099455,2015.0,503.75,4.0,Entire home/apt,Cuauhtémoc,2.0,72.0,150.0,302250.0,t,1.0,1.0
40532942,838.0,419.0,2.0,Entire home/apt,Cuauhtémoc,3.0,83.0,138.0,115644.0,t,,
1217471607366105508,1396.0,279.2,5.0,Entire home/apt,Álvaro Obregón,1.0,341.0,84.0,117264.0,f,1.0,1.0
14933042,900.0,300.0,3.0,Entire home/apt,Cuajimalpa de Morelos,2.0,354.0,18.0,16200.0,t,1.0,1.0
23924869,450.0,225.0,2.0,Private room,Álvaro Obregón,7.0,274.0,0.0,0.0,f,1.0,0.99
572713044446453918,497.0,497.0,1.0,Private room,Venustiano Carranza,1.0,355.0,0.0,0.0,f,1.0,1.0
53595129,1077.0,538.5,2.0,Private room,Cuauhtémoc,1.0,51.0,0.0,0.0,f,,1.0
34044098,2489.0,155.5625,16.0,Entire home/apt,Benito Juárez,3.0,350.0,78.0,194142.0,t,1.0,0.91
42437216,1588.0,317.6,5.0,Entire home/apt,Cuauhtémoc,1.0,182.0,12.0,19056.0,f,1.0,1.0
726955897123212519,857.0,428.5,2.0,Entire home/apt,Cuajimalpa de Morelos,3.0,334.0,54.0,46278.0,f,1.0,1.0
4234262,902.0,300.6666666666667,3.0,Entire home/apt,Cuauhtémoc,3.0,269.0,246.0,221892.0,t,1.0,1.0
928417619025420979,867.0,433.5,2.0,Private room,Cuauhtémoc,1.0,364.0,108.0,93636.0,f,1.0,1.0
1318176470536684088,1105.0,122.77777777777776,9.0,Entire home/apt,Tlalpan,2.0,90.0,102.0,112710.0,f,1.0,1.0
547075816839914344,3240.0,648.0,5.0,Entire home/apt,Miguel Hidalgo,3.0,365.0,12.0,38880.0,f,1.0,1.0
923066157637034590,1284.0,321.0,4.0,Entire home/apt,Benito Juárez,1.0,327.0,132.0,169488.0,f,1.0,0.9
53561866,356.0,178.0,2.0,Private room,Cuauhtémoc,2.0,303.0,6.0,2136.0,f,0.93,1.0
4013766,2257.0,564.25,4.0,Entire home/apt,Miguel Hidalgo,3.0,86.0,0.0,0.0,f,,
619474442439990080,1733.0,433.25,4.0,Entire home/apt,Miguel Hidalgo,1.0,358.0,78.0,135174.0,f,1.0,0.97
1001508243312476713,2210.0,552.5,4.0,Entire home/apt,Cuauhtémoc,2.0,87.0,162.0,358020.0,f,1.0,0.95
1318246328525426173,1365.0,455.0,3.0,Entire home/apt,Miguel Hidalgo,1.0,220.0,102.0,139230.0,t,1.0,0.95
1149105951112107943,1073.0,214.6,5.0,Entire home/apt,Benito Juárez,1.0,77.0,174.0,186702.0,t,1.0,0.9
803758966788215755,500.0,500.0,1.0,Private room,Cuauhtémoc,3.0,324.0,42.0,21000.0,f,1.0,0.99
53060661,1158.0,579.0,2.0,Private room,Cuauhtémoc,3.0,176.0,0.0,0.0,f,,0.0
1142972921990395534,1417.0,708.5,2.0,Entire home/apt,Miguel Hidalgo,2.0,121.0,120.0,170040.0,f,1.0,0.99
842838121384136838,1713.0,214.125,8.0,Entire home/apt,Cuauhtémoc,3.0,260.0,138.0,236394.0,t,0.9,0.9
712107294632784523,1761.0,293.5,6.0,Entire home/apt,Miguel Hidalgo,2.0,338.0,204.0,359244.0,t,1.0,1.0
27114450,961.0,240.25,4.0,Entire home/apt,Cuauhtémoc,2.0,260.0,255.0,245055.0,t,1.0,1.0
626799088238187256,945.0,472.5,2.0,Private room,Venustiano Carranza,1.0,288.0,156.0,147420.0,f,0.85,1.0
1272611597409231783,949.0,316.3333333333333,3.0,Entire home/apt,Cuauhtémoc,1.0,158.0,42.0,39858.0,f,0.99,1.0
39923271,2945.0,1472.5,2.0,Entire home/apt,Cuauhtémoc,2.0,326.0,210.0,618450.0,t,1.0,0.98
25134059,828.0,276.0,3.0,Entire home/apt,Benito Juárez,3.0,303.0,6.0,4968.0,f,1.0,0.98
41916374,360.0,45.0,8.0,Entire home/apt,Iztapalapa,30.0,180.0,0.0,0.0,f,1.0,0.64
705922049305566499,1229.0,614.5,2.0,Entire home/apt,Miguel Hidalgo,1.0,350.0,78.0,95862.0,f,1.0,1.0
552952518635790091,1837.0,918.5,2.0,Entire home/apt,Cuauhtémoc,1.0,279.0,255.0,468435.0,f,0.94,0.99
925390835372056713,1109.0,554.5,2.0,Entire home/apt,Cuauhtémoc,2.0,122.0,204.0,226236.0,t,1.0,1.0
1145582616854020711,1080.0,216.0,5.0,Private room,Coyoacán,1.0,349.0,0.0,0.0,f,1.0,0.87
709690758091531206,664.0,110.66666666666669,6.0,Entire home/apt,Cuauhtémoc,2.0,248.0,240.0,159360.0,,,
903541974479721374,599.0,149.75,4.0,Entire home/apt,Gustavo A. Madero,1.0,175.0,0.0,0.0,t,1.0,0.99
1308123104904582443,727.0,363.5,2.0,Private room,Coyoacán,3.0,363.0,0.0,0.0,f,1.0,1.0
32525668,1980.0,220.0,9.0,Entire home/apt,Miguel Hidalgo,3.0,311.0,168.0,332640.0,t,1.0,1.0
29689384,836.0,209.0,4.0,Entire home/apt,Cuauhtémoc,3.0,245.0,102.0,85272.0,t,1.0,1.0
706692570503192319,1388.0,347.0,4.0,Entire home/apt,Cuauhtémoc,1.0,290.0,255.0,353940.0,t,1.0,1.0
600058606654604107,7225.0,1445.0,5.0,Entire home/apt,Miguel Hidalgo,1.0,327.0,6.0,43350.0,t,1.0,1.0
1111913710943680762,504.0,504.0,1.0,Private room,Miguel Hidalgo,1.0,268.0,0.0,0.0,f,,0.5
41909441,654.0,163.5,4.0,Entire home/apt,Benito Juárez,3.0,227.0,156.0,102024.0,f,0.9,0.96
42746302,792.0,396.0,2.0,Entire home/apt,Benito Juárez,4.0,305.0,128.0,101376.0,t,1.0,0.98
1137801494707053397,1205.0,401.6666666666667,3.0,Entire home/apt,Cuauhtémoc,30.0,317.0,255.0,307275.0,f,0.99,1.0
32921798,1352.0,225.3333333333333,6.0,Entire home/apt,Álvaro Obregón,2.0,235.0,126.0,170352.0,t,1.0,1.0
1116265500053821687,4256.0,532.0,8.0,Entire home/apt,Cuauhtémoc,3.0,82.0,168.0,715008.0,t,,
569413836263357860,470.0,156.66666666666666,3.0,Entire home/apt,Iztapalapa,28.0,91.0,0.0,0.0,,1.0,0.0
1297464760614733987,8206.0,1367.6666666666667,6.0,Entire home/apt,Cuauhtémoc,2.0,83.0,6.0,49236.0,f,1.0,0.99
