id,price,price_per_guest,accommodates,room_type,neighbourhood_cleansed,minimum_nights,availability_365,estimated_occupancy_l365d,estimated_revenue_l365d,host_is_superhost,host_response_rate,host_acceptance_rate
1022024020645813734,1350.0,337.5,4.0,Entire home/apt,Benito Juárez,5.0,179.0,200.0,270000.0,f,,0.86
23996106,696.0,348.0,2.0,Entire home/apt,Cuauhtémoc,2.0,221.0,138.0,96048.0,f,1.0,1.0
976967678928196836,1335.0,333.75,4.0,Entire home/apt,Benito Juárez,90.0,365.0,0.0,0.0,f,,0.0
1242084263894978643,855.0,285.0,3.0,Entire home/apt,Cuauhtémoc,1.0,358.0,6.0,5130.0,f,0.98,1.0
984365669600150099,2974.0,991.3333333333334,3.0,Entire home/apt,Cuauhtémoc,1.0,324.0,168.0,499632.0,t,1.0,1.0
1348667631471515015,1858.0,232.25,8.0,Entire home/apt,Cuauhtémoc,2.0,163.0,54.0,100332.0,f,1.0,1.0
48093037,1291.0,645.5,2.0,Private room,Miguel Hidalgo,1.0,364.0,12.0,15492.0,f,1.0,0.99
47755798,5804.0,725.5,8.0,Entire home/apt,Cuajimalpa de Morelos,30.0,179.0,0.0,0.0,f,0.0,
44449643,968.0,484.0,2.0,Private room,Venustiano Carranza,1.0,363.0,36.0,34848.0,f,1.0,1.0
1147966600577209499,1550.0,387.5,4.0,Entire home/apt,Cuauhtémoc,30.0,355.0,255.0,395250.0,f,0.99,1.0
53536165,373.0,373.0,1.0,Private room,Coyoacán,3.0,0.0,0.0,0.0,t,1.0,0.98
7114006,818.0,272.6666666666667,3.0,Entire home/apt,Benito Juárez,4.0,365.0,32.0,26176.0,f,1.0,0.98
38582293,1260.0,420.0,3.0,Entire home/apt,Cuauhtémoc,5.0,122.0,0.0,0.0,f,,
826184001896019809,834.0,417.0,2.0,Entire home/apt,Cuauhtémoc,2.0,356.0,174.0,145116.0,t,,
960054224991478527,1350.0,337.5,4.0,Entire home/apt,Cuauhtémoc,2.0,20.0,0.0,0.0,f,1.0,0.0
52262796,450.0,450.0,1.0,Private room,Benito Juárez,1.0,363.0,0.0,0.0,f,0.0,0.2
44464646,8449.0,4224.5,2.0,Private room,Coyoacán,1.0,341.0,0.0,0.0,f,1.0,1.0
1234299770557038800,1765.0,441.25,4.0,Entire home/apt,Benito Juárez,2.0,320.0,96.0,169440.0,f,1.0,0.87
751520767709114187,1287.0,429.0,3.0,Private room,Benito Juárez,1.0,218.0,6.0,7722.0,f,1.0,1.0
48398471,490.0,245.0,2.0,Entire home/apt,Gustavo A. Madero,1.0,336.0,210.0,102900.0,f,1.0,1.0
1256682804972018510,395.0,197.5,2.0,Private room,Benito Juárez,1.0,365.0,30.0,11850.0,f,0.95,0.65
1255982778029202385,894.0,178.8,5.0,Entire home/apt,Gustavo A. Madero,3.0,355.0,72.0,64368.0,f,1.0,1.0
632610669127178671,868.0,434.0,2.0,Private room,Cuauhtémoc,3.0,302.0,138.0,119784.0,f,1.0,1.0
52382185,1257.0,314.25,4.0,Entire home/apt,Miguel Hidalgo,2.0,315.0,66.0,82962.0,f,1.0,0.97
1174513966881022380,1224.0,612.0,2.0,Entire home/apt,Cuauhtémoc,1.0,260.0,255.0,312120.0,t,1.0,1.0
1136933593773957973,1690.0,422.5,4.0,Entire home/apt,Miguel Hidalgo,1.0,143.0,42.0,70980.0,f,1.0,1.0
978404025465907486,485.0,242.5,2.0,Private room,Benito Juárez,1.0,263.0,72.0,34920.0,f,0.96,0.93
636364496612616871,1949.0,487.25,4.0,Entire home/apt,Cuauhtémoc,1.0,182.0,24.0,46776.0,t,1.0,0.99
1180712955739226626,681.0,170.25,4.0,Entire home/apt,Benito Juárez,2.0,360.0,60.0,40860.0,f,1.0,1.0
997961966725043117,2128.0,304.0,7.0,Entire home/apt,Coyoacán,1.0,218.0,255.0,542640.0,t,1.0,1.0
928315861122077642,1242.0,621.0,2.0,Entire home/apt,Cuauhtémoc,1.0,91.0,150.0,186300.0,t,1.0,1.0
51471658,1196.0,598.0,2.0,Entire home/apt,Cuauhtémoc,2.0,181.0,30.0,35880.0,,1.0,1.0
14303935,650.0,650.0,1.0,Private room,Tlalpan,2.0,87.0,0.0,0.0,f,,
1187283698786191137,1160.0,580.0,2.0,Entire home/apt,Cuauhtémoc,1.0,322.0,198.0,229680.0,f,1.0,0.99
1214639870309914648,521.0,260.5,2.0,Private room,Cuauhtémoc,3.0,332.0,150.0,78150.0,f,1.0,0.98
1023422219883538176,1150.0,287.5,4.0,Entire home/apt,Álvaro Obregón,10.0,225.0,140.0,161000.0,f,1.0,0.81
1087698006130700224,5381.0,896.8333333333334,6.0,Entire home/apt,Cuauhtémoc,2.0,208.0,255.0,1372155.0,t,1.0,1.0
950024735460568166,1330.0,665.0,2.0,Entire home/apt,Miguel Hidalgo,1.0,340.0,6.0,7980.0,t,0.94,1.0
1139230976550475569,1685.0,337.0,5.0,Entire home/apt,Cuauhtémoc,2.0,46.0,84.0,141540.0,t,1.0,1.0
1329110371526152914,2846.0,948.6666666666666,3.0,Entire home/apt,Cuauhtémoc,1.0,362.0,66.0,187836.0,t,1.0,1.0
1304572526414659682,3206.0,534.3333333333334,6.0,Entire home/apt,Cuauhtémoc,3.0,303.0,24.0,76944.0,t,1.0,1.0
46602041,351.0,175.5,2.0,Private room,Cuauhtémoc,5.0,92.0,0.0,0.0,f,,1.0
600888157195734047,986.0,493.0,2.0,Entire home/apt,Álvaro Obregón,1.0,326.0,6.0,5916.0,,1.0,1.0
43468805,1321.0,660.5,2.0,Entire home/apt,Miguel Hidalgo,2.0,118.0,0.0,0.0,f,,1.0
889764471423359524,2205.0,367.5,6.0,Entire home/apt,Cuauhtémoc,3.0,249.0,216.0,476280.0,t,1.0,1.0
39115393,1238.0,247.6,5.0,Entire home/apt,Benito Juárez,3.0,322.0,24.0,29712.0,t,1.0,0.77
20729263,5043.0,840.5,6.0,Entire home/apt,Miguel Hidalgo,2.0,354.0,78.0,393354.0,t,1.0,0.98
515927973075176969,1197.0,598.5,2.0,Entire home/apt,Cuauhtémoc,2.0,319.0,120.0,143640.0,f,1.0,0.94
1127550085697927079,450.0,225.0,2.0,Private room,Benito Juárez,2.0,236.0,60.0,27000.0,f,0.94,0.95
19873111,949.0,237.25,4.0,Private room,Coyoacán,2.0,310.0,72.0,68328.0,t,1.0,1.0
46339004,572.0,286.0,2.0,Entire home/apt,Gustavo A. Madero,2.0,253.0,30.0,17160.0,f,,
24150291,570.0,285.0,2.0,Entire home/apt,Cuauhtémoc,3.0,176.0,18.0,10260.0,f,1.0,0.86
47077697,2275.0,227.5,10.0,Entire home/apt,Iztacalco,2.0,147.0,24.0,54600.0,f,1.0,0.92
50620064,688.0,344.0,2.0,Entire home/apt,Cuauhtémoc,2.0,328.0,174.0,119712.0,f,1.0,1.0
771660029039731187,1473.0,491.0,3.0,Entire home/apt,Cuauhtémoc,1.0,340.0,255.0,375615.0,t,,
851653772457497568,567.0,94.5,6.0,Entire home/apt,Álvaro Obregón,2.0,365.0,48.0,27216.0,f,1.0,1.0
646430867460534051,1395.0,465.0,3.0,Entire home/apt,Cuauhtémoc,1.0,290.0,54.0,75330.0,t,1.0,0.99
857564602143775058,456.0,114.0,4.0,Private room,Gustavo A. Madero,2.0,86.0,6.0,2736.0,f,0.0,0.25
1150758414612449681,1318.0,659.0,2.0,Entire home/apt,Cuauhtémoc,30.0,365.0,255.0,336090.0,f,0.99,1.0
555269704057628871,2486.0,414.3333333333333,6.0,Entire home/apt,Cuauhtémoc,3.0,365.0,0.0,0.0,f,,
752430663609126633,612.0,306.0,2.0,Private room,Tlalpan,7.0,365.0,0.0,0.0,f,1.0,
43079851,600.0,300.0,2.0,Entire home/apt,Benito Juárez,30.0,335.0,120.0,72000.0,f,0.57,0.43
44148179,1829.0,457.25,4.0,Entire home/apt,Cuauhtémoc,1.0,363.0,255.0,466395.0,,1.0,0.99
36633514,720.0,144.0,5.0,Entire home/apt,Cuauhtémoc,1.0,0.0,192.0,138240.0,f,1.0,1.0
49079206,522.0,261.0,2.0,Entire home/apt,La Magdalena Contreras,2.0,234.0,60.0,31320.0,f,1.0,0.98
969289731928526034,334.0,334.0,1.0,Private room,Cuauhtémoc,1.0,86.0,255.0,85170.0,t,1.0,1.0
40086816,659.0,219.66666666666663,3.0,Entire home/apt,Venustiano Carranza,1.0,290.0,255.0,168045.0,t,1.0,1.0
572710814049664172,497.0,248.5,2.0,Private room,Venustiano Carranza,1.0,360.0,24.0,11928.0,f,1.0,1.0
572444453541018765,3258.0,543.0,6.0,Entire home/apt,Cuauhtémoc,2.0,322.0,255.0,830790.0,f,1.0,1.0
990514139268580331,1585.0,528.3333333333334,3.0,Entire home/apt,Benito Juárez,1.0,297.0,24.0,38040.0,f,1.0,1.0
1072640481460602327,3002.0,375.25,8.0,Entire home/apt,Cuauhtémoc,2.0,302.0,6.0,18012.0,t,1.0,0.99
914495477065940922,636.0,318.0,2.0,Private room,Cuauhtémoc,1.0,363.0,18.0,11448.0,f,0.97,0.81
1206649452411641443,1542.0,385.5,4.0,Entire home/apt,Cuauhtémoc,1.0,347.0,162.0,249804.0,f,1.0,1.0
1061861730289551152,918.0,459.0,2.0,Private room,Miguel Hidalgo,1.0,262.0,48.0,44064.0,t,1.0,0.95
36666581,903.0,301.0,3.0,Entire home/apt,Miguel Hidalgo,1.0,110.0,204.0,184212.0,f,1.0,1.0
20810614,717.0,179.25,4.0,Entire home/apt,Benito Juárez,1.0,171.0,72.0,51624.0,t,1.0,0.95
595099056832138311,1114.0,557.0,2.0,Private room,Benito Juárez,1.0,261.0,72.0,80208.0,t,1.0,0.99
603648521718919643,813.0,271.0,3.0,Entire home/apt,Miguel Hidalgo,4.0,37.0,104.0,84552.0,t,1.0,0.97
552254087299373645,493.0,246.5,2.0,Private room,Cuauhtémoc,2.0,173.0,255.0,125715.0,f,1.0,0.98
725510809471655634,525.0,262.5,2.0,Private room,Cuauhtémoc,1.0,153.0,144.0,75600.0,f,1.0,0.98
1135851410749891635,980.0,245.0,4.0,Entire home/apt,Cuauhtémoc,2.0,136.0,12.0,11760.0,f,1.0,1.0
33608187,1102.0,367.3333333333333,3.0,Entire home/apt,Cuauhtémoc,4.0,74.0,255.0,281010.0,t,1.0,1.0
52687222,475.0,475.0,1.0,Private room,Benito Juárez,1.0,334.0,0.0,0.0,f,1.0,
680424945269404077,3800.0,633.3333333333334,6.0,Entire home/apt,Cuauhtémoc,2.0,262.0,180.0,684000.0,f,1.0,0.97
1066704958718582570,2508.0,358.2857142857143,7.0,Entire home/apt,Cuauhtémoc,2.0,336.0,162.0,406296.0,f,1.0,0.99
1053090696868899692,1498.0,374.5,4.0,Entire home/apt,Cuauhtémoc,2.0,63.0,162.0,242676.0,t,1.0,1.0
1231303818125587540,1488.0,744.0,2.0,Entire home/apt,Cuauhtémoc,1.0,237.0,24.0,35712.0,,,1.0
27124708,542.0,135.5,4.0,Entire home/apt,Azcapotzalco,1.0,365.0,12.0,6504.0,f,0.8,0.75
48195373,774.0,387.0,2.0,Private room,Benito Juárez,2.0,257.0,216.0,167184.0,t,1.0,1.0
1226127529028085965,6815.0,681.5,10.0,Entire home/apt,Cuauhtémoc,1.0,267.0,12.0,81780.0,f,1.0,1.0
70644,1004.0,502.0,2.0,Entire home/apt,Coyoacán,3.0,211.0,48.0,48192.0,t,1.0,0.85
50112257,406.0,203.0,2.0,Private room,Cuauhtémoc,1.0,362.0,180.0,73080.0,,1.0,0.99
1113133581592261968,901.0,450.5,2.0,Entire home/apt,Azcapotzalco,2.0,269.0,30.0,27030.0,f,1.0,0.9
32899927,1615.0,403.75,4.0,Entire home/apt,Benito Juárez,2.0,363.0,120.0,193800.0,f,1.0,1.0
973353768969352680,1066.0,533.0,2.0,Entire home/apt,Miguel Hidalgo,2.0,81.0,108.0,115128.0,f,1.0,1.0
755852053208083237,1710.0,855.0,2.0,Private room,Miguel Hidalgo,1.0,358.0,0.0,0.0,f,0.0,
1097137744414210253,2500.0,500.0,5.0,Entire home/apt,Iztacalco,1.0,70.0,36.0,90000.0,t,0.4,0.92
1080658763038263475,368.0,184.0,2.0,Private room,Cuauhtémoc,7.0,270.0,0.0,0.0,f,0.97,0.46
6759220,836.0,418.0,2.0,Private room,Miguel Hidalgo,3.0,178.0,0.0,0.0,f,0.5,0.25
1128929115707255591,4212.0,1053.0,4.0,Entire home/apt,Coyoacán,4.0,0.0,56.0,235872.0,t,1.0,0.91
1257358635798421206,1135.0,283.75,4.0,Entire home/apt,Cuauhtémoc,2.0,167.0,54.0,61290.0,t,1.0,0.95
941676172926373412,3195.0,639.0,5.0,Entire home/apt,Benito Juárez,1.0,88.0,0.0,0.0,f,1.0,1.0
986150865063079811,3541.0,1180.3333333333333,3.0,Entire home/apt,Cuauhtémoc,1.0,326.0,42.0,148722.0,t,1.0,1.0
49843106,979.0,326.3333333333333,3.0,Entire home/apt,Cuauhtémoc,5.0,362.0,10.0,9790.0,f,1.0,0.22
775447993192552718,703.0,175.75,4.0,Entire home/apt,Cuauhtémoc,3.0,348.0,96.0,67488.0,f,1.0,1.0
49385032,962.0,481.0,2.0,Entire home/apt,Coyoacán,7.0,245.0,98.0,94276.0,f,1.0,0.83
1317540126381711246,6031.0,1005.1666666666666,6.0,Entire home/apt,Miguel Hidalgo,1.0,137.0,0.0,0.0,f,1.0,1.0
1283407866852777713,615.0,615.0,1.0,Private room,Álvaro Obregón,1.0,365.0,72.0,44280.0,f,1.0,0.78
1135832179058063627,1350.0,675.0,2.0,Entire home/apt,Miguel Hidalgo,2.0,269.0,12.0,16200.0,f,0.0,0.2
878852492598426781,4135.0,1033.75,4.0,Entire home/apt,Miguel Hidalgo,30.0,1.0,60.0,248100.0,f,0.99,1.0
1869809,950.0,237.5,4.0,Entire home/apt,Benito Juárez,15.0,303.0,0.0,0.0,f,,
34903509,942.0,314.0,3.0,Entire home/apt,Cuauhtémoc,2.0,263.0,222.0,209124.0,t,1.0,0.99
1287936145756431756,603.0,301.5,2.0,Private room,Cuauhtémoc,1.0,362.0,12.0,7236.0,f,1.0,0.98
22455873,810.0,405.0,2.0,Entire home/apt,Cuauhtémoc,3.0,222.0,36.0,29160.0,f,1.0,1.0
562224467723140088,1923.0,320.5,6.0,Entire home/apt,Álvaro Obregón,2.0,365.0,0.0,0.0,f,,1.0
13113108,2099.0,524.75,4.0,Entire home/apt,Cuauhtémoc,2.0,266.0,96.0,201504.0,,1.0,1.0
986465310865700221,1875.0,312.5,6.0,Entire home/apt,Benito Juárez,2.0,22.0,126.0,236250.0,f,0.88,0.98
27627702,494.0,247.0,2.0,Private room,Cuauhtémoc,2.0,66.0,60.0,29640.0,f,1.0,0.54
630578175820200779,1251.0,625.5,2.0,Entire home/apt,Cuauhtémoc,1.0,257.0,255.0,319005.0,t,1.0,1.0
1080347831060307764,769.0,192.25,4.0,Entire home/apt,Venustiano Carranza,2.0,131.0,228.0,175332.0,t,1.0,0.99
994983306500463758,8015.0,534.3333333333334,15.0,Entire home/apt,Cuauhtémoc,1.0,307.0,30.0,240450.0,t,1.0,1.0
1049405018173545535,1669.0,238.42857142857144,7.0,Entire home/apt,Miguel Hidalgo,1.0,249.0,168.0,280392.0,t,,
849954545837442426,585.0,292.5,2.0,Private room,Coyoacán,2.0,71.0,66.0,38610.0,t,1.0,0.96
1323483387893049978,1453.0,363.25,4.0,Entire home/apt,Cuauhtémoc,1.0,16.0,102.0,148206.0,t,1.0,1.0
45069616,266.0,133.0,2.0,Private room,Tláhuac,2.0,179.0,0.0,0.0,f,1.0,1.0
580671605701248360,1299.0,185.57142857142856,7.0,Entire home/apt,Benito Juárez,1.0,258.0,255.0,331245.0,t,,
1264005004945580674,463.0,231.5,2.0,Private room,Benito Juárez,2.0,132.0,36.0,16668.0,f,1.0,0.64
47818189,811.0,202.75,4.0,Entire home/apt,Benito Juárez,2.0,362.0,0.0,0.0,f,1.0,0.9
1168421043991861981,774.0,193.5,4.0,Entire home/apt,Cuauhtémoc,3.0,364.0,48.0,37152.0,f,0.75,0.5
19015777,1403.0,350.75,4.0,Entire home/apt,Cuauhtémoc,4.0,86.0,128.0,179584.0,f,1.0,0.84
1919438,1423.0,474.3333333333333,3.0,Entire home/apt,Cuauhtémoc,3.0,246.0,168.0,239064.0,t,1.0,0.96
1339962494927445207,1151.0,191.8333333333333,6.0,Entire home/apt,Miguel Hidalgo,1.0,363.0,42.0,48342.0,t,,
643380611936576147,390.0,195.0,2.0,Private room,Tlalpan,3.0,270.0,72.0,28080.0,f,1.0,1.0
899429522094690762,374.0,374.0,1.0,Private room,Iztacalco,1.0,325.0,6.0,2244.0,f,1.0,1.0
970530168567174666,559.0,559.0,1.0,Private room,Venustiano Carranza,1.0,345.0,255.0,142545.0,t,0.91,0.98
1249491787584960376,1317.0,219.5,6.0,Entire home/apt,Cuauhtémoc,1.0,333.0,204.0,268668.0,t,1.0,1.0
1003103594650683705,1280.0,640.0,2.0,Entire home/apt,Miguel Hidalgo,3.0,264.0,126.0,161280.0,t,1.0,1.0
1115991515659694739,6905.0,3452.5,2.0,Private room,Cuauhtémoc,1.0,319.0,0.0,0.0,t,1.0,1.0
908558938309178891,874.0,291.3333333333333,3.0,Entire home/apt,Benito Juárez,2.0,105.0,255.0,222870.0,f,,
51966727,1139.0,284.75,4.0,Entire home/apt,Miguel Hidalgo,1.0,252.0,216.0,246024.0,t,1.0,1.0
1120840015730723138,1140.0,570.0,2.0,Entire home/apt,Cuauhtémoc,5.0,292.0,200.0,228000.0,t,1.0,1.0
817575361981374100,1461.0,292.2,5.0,Entire home/apt,Benito Juárez,1.0,318.0,210.0,306810.0,t,1.0,0.99
54147041,2050.0,512.5,4.0,Entire home/apt,Cuauhtémoc,2.0,364.0,6.0,12300.0,f,0.96,0.89
32850277,434.0,62.0,7.0,Entire home/apt,Iztacalco,1.0,355.0,114.0,49476.0,f,1.0,1.0
21107757,2174.0,543.5,4.0,Entire home/apt,Cuauhtémoc,1.0,282.0,0.0,0.0,t,1.0,0.99
46066042,907.0,226.75,4.0,Entire home/apt,Benito Juárez,2.0,247.0,180.0,163260.0,t,1.0,0.98
1173519039251056081,450.0,112.5,4.0,Entire home/apt,Miguel Hidalgo,3.0,358.0,48.0,21600.0,f,1.0,0.94
29795282,875.0,437.5,2.0,Entire home/apt,Benito Juárez,7.0,354.0,126.0,110250.0,t,1.0,1.0
40541069,1044.0,522.0,2.0,Entire home/apt,Cuauhtémoc,1.0,84.0,255.0,266220.0,t,1.0,1.0
969596022561846586,1350.0,675.0,2.0,Private room,Cuauhtémoc,1.0,170.0,6.0,8100.0,f,1.0,1.0
1346711714439163432,1880.0,470.0,4.0,Entire home/apt,Cuauhtémoc,1.0,282.0,138.0,259440.0,t,1.0,1.0
1013718521379586419,1805.0,451.25,4.0,Entire home/apt,Cuauhtémoc,2.0,331.0,30.0,54150.0,t,1.0,1.0
34757705,1056.0,352.0,3.0,Private room,Iztacalco,1.0,167.0,66.0,69696.0,f,1.0,1.0
51367572,1330.0,266.0,5.0,Entire home/apt,Benito Juárez,1.0,331.0,90.0,119700.0,f,0.91,0.8
668785453648259109,731.0,365.5,2.0,Private room,Cuauhtémoc,1.0,301.0,255.0,186405.0,t,1.0,0.98
1257369167524159130,851.0,425.5,2.0,Entire home/apt,Cuauhtémoc,1.0,145.0,36.0,30636.0,f,0.99,1.0
28839548,979.0,326.3333333333333,3.0,Entire home/apt,Cuauhtémoc,4.0,233.0,192.0,187968.0,t,1.0,1.0
1176953883579417903,4373.0,437.3,10.0,Entire home/apt,Cuauhtémoc,1.0,224.0,12.0,52476.0,t,1.0,1.0
30063299,760.0,253.3333333333333,3.0,Entire home/apt,Cuauhtémoc,1.0,166.0,132.0,100320.0,t,1.0,1.0
1242270695323452916,1246.0,623.0,2.0,Entire home/apt,Cuauhtémoc,1.0,358.0,255.0,317730.0,f,1.0,1.0
1182722003171753406,1411.0,705.5,2.0,Entire home/apt,Cuauhtémoc,2.0,259.0,255.0,359805.0,t,0.9,0.91
47514201,891.0,222.75,4.0,Entire home/apt,Cuauhtémoc,1.0,165.0,255.0,227205.0,,1.0,0.97
53033138,1350.0,225.0,6.0,Entire home/apt,Miguel Hidalgo,4.0,313.0,32.0,43200.0,f,,1.0
45658170,865.0,288.3333333333333,3.0,Entire home/apt,Cuauhtémoc,3.0,77.0,132.0,114180.0,t,1.0,1.0
40846987,2148.0,268.5,8.0,Entire home/apt,Cuauhtémoc,2.0,204.0,156.0,335088.0,,1.0,0.99
1201682775137194247,557.0,278.5,2.0,Entire home/apt,Benito Juárez,2.0,364.0,108.0,60156.0,t,1.0,0.96
902630008990159333,656.0,109.33333333333331,6.0,Entire home/apt,Cuauhtémoc,3.0,223.0,12.0,7872.0,f,1.0,0.96
1008966310168345164,547.0,273.5,2.0,Private room,Benito Juárez,1.0,338.0,174.0,95178.0,t,1.0,0.99
761802958810124239,2296.0,176.6153846153846,13.0,Entire home/apt,Cuauhtémoc,2.0,335.0,255.0,585480.0,t,1.0,1.0
53142760,1268.0,634.0,2.0,Private room,Miguel Hidalgo,1.0,351.0,255.0,323340.0,t,1.0,1.0
934305889880803946,350.0,175.0,2.0,Private room,Cuauhtémoc,2.0,304.0,162.0,56700.0,,1.0,0.98
47572595,537.0,179.0,3.0,Private room,Cuauhtémoc,3.0,339.0,18.0,9666.0,t,1.0,0.96
31569563,355.0,355.0,1.0,Private room,Cuauhtémoc,1.0,168.0,255.0,90525.0,,1.0,0.98
50996908,880.0,220.0,4.0,Entire home/apt,La Magdalena Contreras,3.0,356.0,42.0,36960.0,f,0.89,1.0
551889797297093087,900.0,300.0,3.0,Private room,Benito Juárez,3.0,355.0,30.0,27000.0,f,1.0,0.86
51322616,801.0,200.25,4.0,Entire home/apt,Benito Juárez,365.0,365.0,0.0,0.0,f,,
1095156693896315247,798.0,199.5,4.0,Private room,Álvaro Obregón,1.0,318.0,12.0,9576.0,f,1.0,1.0
1165623062116989062,1165.0,166.42857142857142,7.0,Entire home/apt,Cuauhtémoc,4.0,241.0,224.0,260960.0,,1.0,1.0
28896265,393.0,196.5,2.0,Private room,Benito Juárez,2.0,81.0,78.0,30654.0,t,,0.93
43087541,489.0,489.0,1.0,Private room,Cuauhtémoc,1.0,212.0,90.0,44010.0,,1.0,0.98
1050156601897677113,1209.0,604.5,2.0,Entire home/apt,Cuauhtémoc,14.0,345.0,84.0,101556.0,t,1.0,0.98
587068799371567118,1063.0,531.5,2.0,Entire home/apt,Miguel Hidalgo,2.0,54.0,84.0,89292.0,t,0.0,0.88
1145363103793817627,926.0,463.0,2.0,Entire home/apt,Coyoacán,2.0,267.0,102.0,94452.0,t,1.0,0.96
37966421,2533.0,1266.5,2.0,Entire home/apt,Miguel Hidalgo,1.0,345.0,156.0,395148.0,t,1.0,1.0
42741276,859.0,143.16666666666666,6.0,Entire home/apt,Cuauhtémoc,8.0,346.0,144.0,123696.0,t,1.0,1.0
802871710932104417,826.0,413.0,2.0,Private room,Benito Juárez,1.0,174.0,60.0,49560.0,f,1.0,1.0
49906801,1634.0,817.0,2.0,Private room,Venustiano Carranza,1.0,293.0,18.0,29412.0,f,1.0,1.0
1117355369061158477,822.0,205.5,4.0,Entire home/apt,Cuauhtémoc,2.0,188.0,255.0,209610.0,f,0.98,1.0
601353751728719540,2549.0,637.25,4.0,Entire home/apt,Miguel Hidalgo,2.0,253.0,216.0,550584.0,t,1.0,1.0
1077809842756919302,512.0,102.4,5.0,Shared room,Coyoacán,2.0,328.0,24.0,12288.0,f,1.0,0.94
788475907963501474,1222.0,1222.0,1.0,Private room,Cuauhtémoc,1.0,223.0,255.0,311610.0,,0.99,0.99
12453709,1035.0,517.5,2.0,Entire home/apt,Miguel Hidalgo,1.0,351.0,234.0,242190.0,f,0.99,0.99
53845641,1007.0,503.5,2.0,Entire home/apt,Cuauhtémoc,2.0,32.0,180.0,181260.0,f,,
52875919,720.0,360.0,2.0,Entire home/apt,Cuauhtémoc,2.0,343.0,12.0,8640.0,f,1.0,1.0
43133165,394.0,394.0,1.0,Shared room,Cuauhtémoc,1.0,206.0,36.0,14184.0,f,,0.97
951722567744064942,613.0,613.0,1.0,Private room,La Magdalena Contreras,1.0,137.0,0.0,0.0,f,1.0,0.99
27779109,1437.0,359.25,4.0,Private room,Álvaro Obregón,1.0,331.0,6.0,8622.0,f,0.8,0.92
11790186,1454.0,363.5,4.0,Entire home/apt,Cuauhtémoc,3.0,268.0,138.0,200652.0,t,1.0,1.0
1031373776945314498,917.0,458.5,2.0,Entire home/apt,Miguel Hidalgo,1.0,329.0,30.0,27510.0,f,0.97,1.0
51606268,1449.0,207.0,7.0,Entire home/apt,Cuauhtémoc,2.0,311.0,204.0,295596.0,t,1.0,1.0
32872653,5850.0,975.0,6.0,Entire home/apt,Miguel Hidalgo,2.0,148.0,246.0,1439100.0,t,1.0,1.0
1137257566623021276,1654.0,413.5,4.0,Entire home/apt,Miguel Hidalgo,2.0,335.0,36.0,59544.0,f,,0.78
847942322539387051,1573.0,393.25,4.0,Entire home/apt,Cuauhtémoc,1.0,363.0,102.0,160446.0,f,1.0,1.0
1137813948249905803,1575.0,393.75,4.0,Entire home/apt,Miguel Hidalgo,2.0,104.0,162.0,255150.0,t,1.0,1.0
731382087383277155,1780.0,445.0,4.0,Entire home/apt,Miguel Hidalgo,300.0,360.0,0.0,0.0,f,,0.5
827616853571439350,1303.0,325.75,4.0,Entire home/apt,Miguel Hidalgo,3.0,339.0,96.0,125088.0,t,1.0,0.96
33071707,2255.0,1127.5,2.0,Entire home/apt,Cuauhtémoc,2.0,2.0,108.0,243540.0,f,,
893691791880461843,425.0,425.0,1.0,Private room,Cuauhtémoc,1.0,332.0,42.0,17850.0,f,1.0,0.91
34940997,659.0,329.5,2.0,Private room,Benito Juárez,1.0,335.0,0.0,0.0,f,1.0,0.9
45689052,531.0,265.5,2.0,Entire home/apt,Cuauhtémoc,2.0,146.0,255.0,135405.0,,1.0,1.0
35380245,900.0,300.0,3.0,Entire home/apt,Tlalpan,60.0,203.0,0.0,0.0,f,1.0,0.0
923925596564499430,265.0,132.5,2.0,Private room,Coyoacán,3.0,356.0,30.0,7950.0,t,0.93,0.98
25812526,2072.0,518.0,4.0,Entire home/apt,Cuauhtémoc,2.0,134.0,108.0,223776.0,f,1.0,1.0
930777841389435246,1520.0,506.6666666666667,3.0,Entire home/apt,Álvaro Obregón,1.0,364.0,0.0,0.0,f,0.0,0.0
965146463105933038,1843.0,614.3333333333334,3.0,Private room,Cuauhtémoc,1.0,172.0,36.0,66348.0,f,1.0,0.94
12130918,3731.0,1865.5,2.0,Private room,Cuauhtémoc,1.0,328.0,0.0,0.0,f,,1.0
1054574446472844971,1258.0,209.66666666666663,6.0,Entire home/apt,Xochimilco,2.0,269.0,0.0,0.0,f,,1.0
925381696863161040,395.0,197.5,2.0,Private room,Cuauhtémoc,1.0,357.0,126.0,49770.0,t,1.0,1.0
932018843477800924,1599.0,399.75,4.0,Entire home/apt,Cuauhtémoc,1.0,329.0,240.0,383760.0,f,1.0,1.0
879684114931240152,1090.0,363.3333333333333,3.0,Entire home/apt,Cuauhtémoc,2.0,359.0,0.0,0.0,f,0.0,0.0
663690242070681234,779.0,194.75,4.0,Entire home/apt,Cuauhtémoc,1.0,362.0,255.0,198645.0,f,0.9,1.0
53611205,1200.0,300.0,4.0,Entire home/apt,Miguel Hidalgo,1.0,343.0,180.0,216000.0,f,1.0,1.0
1093848382695895493,900.0,450.0,2.0,Entire home/apt,Coyoacán,2.0,18.0,54.0,48600.0,f,1.0,0.91
934316612591873465,350.0,175.0,2.0,Private room,Cuauhtémoc,2.0,327.0,48.0,16800.0,,1.0,0.98
